,0
4181,b'Thank you all for you hard work I appreciate all that you do for us ':
4182,gratitude: 0.9932864308357239
4183,admiration: 0.6909173130989075
4184,love: 0.3502959907054901
4185,
4186,b' falkirkcouncil Saw gritters out on some routes today Thank you and the drivers for your efforts ':
4187,gratitude: 0.9919388890266418
4188,anger: 0.3568742573261261
4189,pride: 0.35476744174957275
4190,
4191,b'Ice age ':
4192,neutral: 0.8438358902931213
4193,curiosity: 0.4256560504436493
4194,nervousness: 0.3585661053657532
4195,
4196,b'Where exactly do you grit certainly not where I live In Bonnybridge You havent even bothered to fill the salt bins ':
4197,curiosity: 0.49476003646850586
4198,neutral: 0.4151456952095032
4199,confusion: 0.39313265681266785
4200,
4201,b'Costa sel Ayr':
4202,admiration: 0.5225422978401184
4203,joy: 0.41358667612075806
4204,neutral: 0.40565288066864014
4205,
4206,b'About time ':
4207,neutral: 0.811408519744873
4208,curiosity: 0.38033393025398254
4209,anger: 0.3712100684642792
4210,
4211,b'Our snow family is going to be gone by morning ':
4212,neutral: 0.47824370861053467
4213,disgust: 0.3582130968570709
4214,annoyance: 0.3580298125743866
4215,
4216,b'Streets and pavements in paisley a mix of slush and ice today and theres been light rain on and off ':
4217,neutral: 0.6324033141136169
4218,annoyance: 0.36710962653160095
4219,anger: 0.36506640911102295
4220,
4221,b'That the snow over for another year now':
4222,neutral: 0.5513070225715637
4223,surprise: 0.3634946644306183
4224,sadness: 0.3563023805618286
4225,
4226,b'Son has just been out saving our roans from collapsing under the weight of the snow as it slides from':
4227,neutral: 0.5631366968154907
4228,annoyance: 0.359127014875412
4229,disapproval: 0.3587273955345154
4230,
4231,b'Snow had gone from Ayr by early afternoon ':
4232,neutral: 0.7005212306976318
4233,curiosity: 0.41266930103302
4234,surprise: 0.35901764035224915
4235,
4236,b' tapsaff':
4237,anger: 0.49036240577697754
4238,neutral: 0.44119054079055786
4239,remorse: 0.4003324508666992
4240,
4241,b'Do you think we will see more snow over the next couple of months ':
4242,curiosity: 0.6054982542991638
4243,neutral: 0.4696696996688843
4244,confusion: 0.38803568482398987
4245,
4246,b'Yaaaaaaaaaasssssssss':
4247,neutral: 0.4826418161392212
4248,gratitude: 0.3931218087673187
4249,excitement: 0.3657251000404358
4250,
4251,b'Biggest temperate increase in such a short time Ive ever seen on my station Sean Ill send it through ':
4252,neutral: 0.3820013999938965
4253,admiration: 0.37523597478866577
4254,annoyance: 0.3678852617740631
4255,
4256,b'Hip hip I can get back out without the fear of slipping and breaking a bone Osteoperosis':
4257,neutral: 0.45271679759025574
4258,approval: 0.37041860818862915
4259,annoyance: 0.3601081371307373
4260,
4261,b'Brilliant was thinking of giving the grass its first cut ':
4262,neutral: 0.45298993587493896
4263,admiration: 0.3701523244380951
4264,embarrassment: 0.3586270213127136
4265,
4266,b'Which will last till end of the year NoSummerInScotland':
4267,neutral: 0.4651922881603241
4268,approval: 0.38645219802856445
4269,optimism: 0.36296334862709045
4270,
4271,b' ltluchristian IS RADIOCWALL Ponders14 JPollicott h polba TedmundCurtis chomper TC':
4272,curiosity: 0.3916633427143097
4273,anger: 0.3870899975299835
4274,neutral: 0.38366183638572693
4275,
4276,b' IS RADIOCWALL pip mouse Ponders14 JPollicott h polba TedmundCurtis chomper TC TourGuideTed':
4277,curiosity: 0.42268484830856323
4278,admiration: 0.37411320209503174
4279,neutral: 0.3728945851325989
4280,
4281,b' ltluchristian IS RADIOCWALL Ponders14 JPollicott h polba TedmundCurtis chomper TC TourGuideTed M':
4282,curiosity: 0.3976347744464874
4283,anger: 0.37789756059646606
4284,admiration: 0.3702184855937958
4285,
4286,b' robsonandcowan IS RADIOCWALL Ponders14 JPollicott h polba TedmundCurtis chomper TC TourGuideTed':
4287,admiration: 0.4152616858482361
4288,curiosity: 0.39747732877731323
4289,annoyance: 0.3617112636566162
4290,
4291,b' IS RADIOCWALL pip mouse Ponders14 JPollicott h polba TedmundCurtis chomper TC TourGuideTed A':
4292,curiosity: 0.41335147619247437
4293,neutral: 0.3791038691997528
4294,admiration: 0.37835967540740967
4295,
4296,b' ltluchristian IS RADIOCWALL pip mouse Ponders14 h polba TedmundCurtis chomper TC':
4297,curiosity: 0.4069367051124573
4298,neutral: 0.402570515871048
4299,admiration: 0.37804582715034485
4300,
4301,b' robsonandcowan ltluchristian IS RADIOCWALL Ponders14 h polba TedmundCurtis chomper TC':
4302,admiration: 0.41765186190605164
4303,curiosity: 0.39374321699142456
4304,neutral: 0.39102450013160706
4305,
4306,b' ltluchristian IS RADIOCWALL pip mouse Ponders14 h polba TedmundCurtis chomper TC TourGuideTed T':
4307,neutral: 0.40783020853996277
4308,curiosity: 0.39991578459739685
4309,admiration: 0.3733769655227661
4310,
4311,b' ltluchristian IS RADIOCWALL pip mouse Ponders14 JPollicott TedmundCurtis chomper TC':
4312,neutral: 0.4010638892650604
4313,curiosity: 0.3892780840396881
4314,joy: 0.3719388544559479
4315,
4316,b' robsonandcowan ltluchristian IS RADIOCWALL Ponders14 JPollicott TedmundCurtis chomper TC':
4317,neutral: 0.3898175358772278
4318,anger: 0.3779800236225128
4319,disapproval: 0.37103885412216187
4320,
4321,b' robsonandcowan ltluchristian IS RADIOCWALL JPollicott h polba TedmundCurtis chomper TC':
4322,admiration: 0.4099428355693817
4323,joy: 0.37606707215309143
4324,curiosity: 0.37116894125938416
4325,
4326,b'Morning R amp C Glad to see the snow going ':
4327,joy: 0.9841262102127075
4328,gratitude: 0.4040687084197998
4329,admiration: 0.37387439608573914
4330,
4331,b' ltluchristian IS RADIOCWALL pip mouse Ponders14 JPollicott TedmundCurtis chomper TC TourGuideTed I':
4332,annoyance: 0.37113916873931885
4333,approval: 0.3680837154388428
4334,disapproval: 0.3680320680141449
4335,
4336,b' Wevlove the snow up north and its good for business ':
4337,admiration: 0.6037916541099548
4338,optimism: 0.3797440826892853
4339,joy: 0.3694993555545807
4340,
4341,b'Can we get some southern stream interaction this time ':
4342,neutral: 0.5395654439926147
4343,approval: 0.3779347538948059
4344,curiosity: 0.36785590648651123
4345,
4346,b' ScotsMagazine SwanstonFarm VisitScotland edinburgh Stunning shot':
4347,admiration: 0.62795090675354
4348,embarrassment: 0.37141934037208557
4349,anger: 0.36866727471351624
4350,
4351,b' weathernetwork StormhunterTWN Bit of a trickle':
4352,neutral: 0.6000372767448425
4353,admiration: 0.37906312942504883
4354,anger: 0.37807175517082214
4355,
4356,b'Thank you ':
4357,gratitude: 0.9971941709518433
4358,disgust: 0.3556300103664398
4359,joy: 0.3536572754383087
4360,
4361,b'Auditioning for a slot doing the weather ':
4362,neutral: 0.5709131360054016
4363,curiosity: 0.3564513027667999
4364,excitement: 0.3561795949935913
4365,
4366,b' K Park1 Bit of snow never stopped em in your day mat':
4367,neutral: 0.5837616920471191
4368,anger: 0.356697142124176
4369,nervousness: 0.35527607798576355
4370,
4371,b' NASAAmes NASAPsyche Chilly Is the target frozen to simulate the asteroids temperature ':
4372,neutral: 0.4627229571342468
4373,curiosity: 0.3784797489643097
4374,joy: 0.3577024042606354
4375,
4376,b' NASAAmes NASAPsyche Some of the experiments are run at Psyche like temperatures and some warmer We':
4377,neutral: 0.49611371755599976
4378,disapproval: 0.37241271138191223
4379,approval: 0.3713633418083191
4380,
4381,b' NASAAmes NASAPsyche I totes thought the 3rd image was a fancy cake Looks tasty ':
4382,admiration: 0.4039991796016693
4383,approval: 0.37043699622154236
4384,surprise: 0.3614847660064697
4385,
4386,b' commoncentsmom OlderMommyStill Were on a flood watch now from all the rain amp runoff that theyre ex':
4387,neutral: 0.470401406288147
4388,admiration: 0.3701702058315277
4389,approval: 0.36732426285743713
4390,
4391,b' CanGeo Aaron great to see permafrost featured in CG esp as so much of Canada is underlain by it unb':
4392,admiration: 0.8476095795631409
4393,approval: 0.3589051067829132
4394,disgust: 0.3557339906692505
4395,
4396,b' aaronkylie Thanks for pointing that out we have updated the text ':
4397,gratitude: 0.9943764209747314
4398,anger: 0.3943239450454712
4399,embarrassment: 0.35406747460365295
4400,
4401,b' natmos':
4402,neutral: 0.6682164669036865
4403,admiration: 0.4462009370326996
4404,amusement: 0.43588194251060486
4405,
4406,b' JaryMulie Sweet I was in Kingston when I was 16 I have a relative that lives there I think she works in the prison ':
4407,neutral: 0.3946923613548279
4408,approval: 0.3812467157840729
4409,confusion: 0.3714829087257385
4410,
4411,b' JaryMulie Didnt even know there was a prison here Will try to stay out of trouble so I dont ha':
4412,approval: 0.3698755204677582
4413,confusion: 0.3652077913284302
4414,embarrassment: 0.3635748326778412
4415,
4416,b' p morwood Great planning I usually keep 10 15 litres stored so I should be ok but Im in Dublin so the':
4417,admiration: 0.8714282512664795
4418,approval: 0.3945142328739166
4419,excitement: 0.360369473695755
4420,
4421,b' p morwood There was a strong German tradition on my moms side of the family that was never openly di':
4422,neutral: 0.4198352098464966
4423,joy: 0.37322643399238586
4424,annoyance: 0.36369186639785767
4425,
4426,b'I was wondering that Its all got to go somewhere ':
4427,neutral: 0.3802188038825989
4428,curiosity: 0.37948930263519287
4429,approval: 0.37045177817344666
4430,
4431,b'For realz Im actually bored in crypto Crazy ':
4432,neutral: 0.4067844748497009
4433,approval: 0.3672146201133728
4434,nervousness: 0.36650875210762024
4435,
4436,b'The MTL daily chart looks great rn thing of picking up a small bag':
4437,admiration: 0.971924364566803
4438,excitement: 0.3560524582862854
4439,disappointment: 0.3480475842952728
4440,
4441,b'We all are ':
4442,neutral: 0.543464183807373
4443,anger: 0.41787490248680115
4444,excitement: 0.36342674493789673
4445,
4446,b'I was thinking that too as I noticed the drain in our street has actually frozen over and is covered':
4447,approval: 0.3805834949016571
4448,neutral: 0.3712196946144104
4449,nervousness: 0.3617778420448303
4450,
4451,b'Glad Im not the only one with those feels ':
4452,joy: 0.9519897103309631
4453,excitement: 0.3914065659046173
4454,disapproval: 0.37555038928985596
4455,
4456,b' AltDisneyy':
4457,neutral: 0.8047859072685242
4458,remorse: 0.3980659544467926
4459,anger: 0.3925281763076782
4460,
4461,b'Dont wirry next couple months goibg to be epic':
4462,neutral: 0.5366474390029907
4463,confusion: 0.35904639959335327
4464,embarrassment: 0.35670873522758484
4465,
4466,b'Flood warnings for todays high tide at 3pm':
4467,neutral: 0.3890035152435303
4468,admiration: 0.38362184166908264
4469,joy: 0.3686261773109436
4470,
4471,b'Looks like LBC might be waking ':
4472,neutral: 0.4935840964317322
4473,admiration: 0.4107086658477783
4474,love: 0.3793518841266632
4475,
4476,b'Good stuff':
4477,admiration: 0.8977779150009155
4478,joy: 0.41117024421691895
4479,optimism: 0.3950228989124298
4480,
4481,b'Its being so cheerful as keeps me going ':
4482,approval: 0.3758302628993988
4483,sadness: 0.36992889642715454
4484,annoyance: 0.36937305331230164
4485,
4486,b' AltDisneyy':
4487,neutral: 0.8047859072685242
4488,remorse: 0.3980659544467926
4489,anger: 0.3925281763076782
4490,
4491,b' K69atie Climate change deniers BINGO':
4492,neutral: 0.4520380198955536
4493,curiosity: 0.39298540353775024
4494,approval: 0.38839539885520935
4495,
4496,b' AltDisney':
4497,neutral: 0.9292892813682556
4498,curiosity: 0.6184516549110413
4499,anger: 0.42227160930633545
4500,
4501,b'Its red thats close enough ':
4502,neutral: 0.5400892496109009
4503,anger: 0.39108943939208984
4504,approval: 0.37319326400756836
4505,
4506,b' AltDisneyy':
4507,neutral: 0.8047859072685242
4508,remorse: 0.3980659544467926
4509,anger: 0.3925281763076782
4510,
4511,b'Stay warm and safe Kate':
4512,neutral: 0.42943626642227173
4513,joy: 0.38086584210395813
4514,approval: 0.37347909808158875
4515,
4516,b'Well Im 57 and never experienced weather like this it puts 2010 in the shade so aye it is Not lo':
4517,neutral: 0.38683491945266724
4518,disapproval: 0.3800184428691864
4519,approval: 0.36370599269866943
4520,
4521,b'Fact is were going to get even more extreme weather events like this with climate change Yet pe':
4522,approval: 0.38778290152549744
4523,neutral: 0.38134995102882385
4524,disapproval: 0.36775392293930054
4525,
4526,b'After the watershed then it must be for adults only ':
4527,neutral: 0.6801570653915405
4528,approval: 0.3606267273426056
4529,disapproval: 0.3569587171077728
4530,
4531,b' AdrianTroop Itll be an event BBC and ITV will be doing specials on The Great Thaw ':
4532,admiration: 0.9413249492645264
4533,excitement: 0.36395853757858276
4534,approval: 0.36030593514442444
4535,
4536,b' timreid69 It will probably be repeated on Sky News as a Snow Special every 5 minutes till next Winter ':
4537,neutral: 0.46925222873687744
4538,approval: 0.3522254228591919
4539,caring: 0.3520195782184601
4540,
4541,b'Shoutout to all our amazing emergency workers and council staff in Cardiff Have kept people safe and looked after the rough sleepers ':
4542,admiration: 0.946491539478302
4543,joy: 0.3782784938812256
4544,anger: 0.36584508419036865
4545,
4546,b' MikeCrawshaw4 gremlin100 westcottpiemont stevie farm SionMaiden mad4farming Very kind Sharon I wi':
4547,admiration: 0.39199337363243103
4548,approval: 0.3738001585006714
4549,embarrassment: 0.3638535737991333
4550,
4551,b'My friends a paramedic in Cardiff and just told me last night was the worst shift hes ever done ':
4552,neutral: 0.39336270093917847
4553,sadness: 0.36252498626708984
4554,annoyance: 0.35967981815338135
4555,
4556,b' Dayzie72 gremlin100 westcottpiemont stevie farm SionMaiden mad4farming Dickies insulated overall':
4557,neutral: 0.504933774471283
4558,anger: 0.37860429286956787
4559,desire: 0.3706778287887573
4560,
4561,b' Dayzie72 gremlin100 westcottpiemont stevie farm SionMaiden mad4farming Something thoroughly mise':
4562,neutral: 0.5155985951423645
4563,anger: 0.370193213224411
4564,desire: 0.35986199975013733
4565,
4566,b'The conditions are really terrible Not going to be any better today either Rain forecast over the we':
4567,approval: 0.3869170844554901
4568,disapproval: 0.3843437433242798
4569,annoyance: 0.3633096516132355
4570,
4571,b' BBCLancashire GarethMalone Would have been n ce to have an apology of sombody for the cancellati':
4572,neutral: 0.48766666650772095
4573,curiosity: 0.3647269010543823
4574,nervousness: 0.362810343503952
4575,
4576,b'I know He said at one point he had to walk with the kit the best part of a mile because they c':
4577,neutral: 0.4903668761253357
4578,admiration: 0.4402225911617279
4579,approval: 0.36235955357551575
4580,
4581,b' GarethMalone We have apologised Christine in all of our tweets and in our direct messages to you on Fa':
4582,neutral: 0.5868614315986633
4583,annoyance: 0.3621242940425873
4584,approval: 0.3571002185344696
4585,
4586,b'He deserves one Absolute hero Tell him we really appreciate him ':
4587,admiration: 0.8926615118980408
